	station_id	stationname	date	rides	y
136100	40420	Cicero-Cermak	11/26/2007	1099	2007
136103	40880	Thorndale	04/30/2007	2718	2007
136132	40500	Washington/State	06/15/2007	0	2007
136197	41310	Paulina	11/12/2007	3636	2007
136204	41500	Montrose-Brown	05/03/2007	0	2007
136216	41670	Conservatory	06/30/2007	844	2007
136221	40250	Kedzie-Homan-Forest Park	06/05/2007	1692	2007
136231	40480	Cicero-Lake	09/11/2007	1587	2007
136237	40530	Diversey	07/11/2007	0	2007
136253	41150	Kedzie-Midway	06/06/2007	3315	2007
136258	41020	Logan Square	12/19/2007	5200	2007
136270	40500	Washington/State	03/10/2007	0	2007
136271	41660	Lake/State	09/16/2007	5166	2007
136276	40020	Harlem-Lake	08/01/2007	3961	2007
136310	40400	Noyes	01/15/2007	496	2007
136321	41280	Jefferson Park	02/13/2007	5978	2007
136352	41360	California-Lake	01/11/2007	961	2007
136359	40250	Kedzie-Homan-Forest Park	09/05/2007	1729	2007
136364	40150	Pulaski-Cermak	07/29/2007	430	2007
136374	40450	95th/Dan Ryan	09/13/2007	15421	2007
136387	41010	Rockwell	10/09/2007	1527	2007
136409	40340	Berwyn	03/07/2007	3162	2007
136411	41670	Conservatory	01/18/2007	780	2007
136433	41350	Oak Park-Lake	01/16/2007	1479	2007
136437	40100	Morse	11/13/2007	4044	2007
136443	41240	Addison-O'Hare	08/26/2007	702	2007
136481	41670	Conservatory	03/03/2007	348	2007
136486	40210	Damen-Cermak	06/13/2007	1118	2007
136494	40790	Monroe/Dearborn	01/08/2007	5382	2007
136497	40480	Cicero-Lake	02/09/2007	1315	2007
136580	40390	Forest Park	10/18/2007	4199	2007
136587	41040	Kedzie-Cermak	03/13/2007	720	2007
136589	40830	18th	10/21/2007	668	2007
136590	41350	Oak Park-Lake	01/26/2007	1498	2007
136593	40270	Main	06/20/2007	1090	2007
136617	40330	Grand/State	02/05/2007	6706	2007
136620	41320	Belmont-North Main	07/09/2007	9358	2007
136646	40680	Adams/Wabash	09/01/2007	4685	2007
136650	40770	Lawrence	04/01/2007	1495	2007
136664	41400	Roosevelt	06/24/2007	10841	2007
136669	41030	Polk	11/20/2007	3360	2007
136690	40560	Jackson/State	06/29/2007	16895	2007
136712	41160	Clinton-Lake	10/09/2007	4321	2007
136735	40710	Chicago/Franklin	11/27/2007	5033	2007
136748	40250	Kedzie-Homan-Forest Park	06/02/2007	1038	2007
136768	40090	Damen-Brown	09/30/2007	906	2007
136789	40710	Chicago/Franklin	09/07/2007	5466	2007
136805	41000	Cermak-Chinatown	10/03/2007	4025	2007
136807	40730	Washington/Wells	08/01/2007	7228	2007
136819	40560	Jackson/State	10/27/2007	0	2007
136828	40650	North/Clybourn	08/22/2007	4121	2007
136831	40130	51st	07/24/2007	1121	2007
136841	40220	Western-Forest Park	08/29/2007	1258	2007
136853	40940	Halsted/63rd	08/30/2007	838	2007
136873	41440	Addison-Brown	01/17/2007	0	2007
136896	41020	Logan Square	04/03/2007	4898	2007
136930	40080	Sheridan	08/22/2007	4264	2007
136959	40350	UIC-Halsted	04/25/2007	5237	2007
136960	41350	Oak Park-Lake	03/21/2007	1488	2007
136993	40780	Central Park	07/08/2007	422	2007
137007	40430	Clinton-Forest Park	08/26/2007	769	2007
137016	40500	Washington/State	05/26/2007	0	2007
137023	40680	Adams/Wabash	02/13/2007	7141	2007
137045	40830	18th	02/17/2007	711	2007
137072	41220	Fullerton	05/23/2007	11551	2007
137075	41000	Cermak-Chinatown	05/23/2007	3548	2007
137084	40810	Medical Center	10/28/2007	580	2007
137104	40790	Monroe/Dearborn	04/07/2007	1058	2007
137107	40460	Merchandise Mart	12/05/2007	6234	2007
137153	40460	Merchandise Mart	11/10/2007	2129	2007
137154	40920	Pulaski-Forest Park	03/16/2007	1338	2007
137157	40780	Central Park	03/04/2007	274	2007
137193	41340	LaSalle	09/29/2007	934	2007
137194	41120	35-Bronzeville-IIT	03/09/2007	2742	2007
137203	40640	Madison/Wabash	04/12/2007	5323	2007
137205	40420	Cicero-Cermak	12/04/2007	1107	2007
137213	40310	Western-Orange	05/05/2007	1575	2007
137226	40290	Ashland/63rd	12/19/2007	1743	2007
137231	40720	East 63rd-Cottage Grove	10/01/2007	1488	2007
137253	40710	Chicago/Franklin	08/10/2007	4564	2007
137261	40130	51st	01/23/2007	1125	2007
137303	41340	LaSalle	10/12/2007	2846	2007
137339	40320	Division/Milwaukee	04/23/2007	4236	2007
137355	40120	35th/Archer	12/17/2007	2518	2007
137388	41180	Kedzie-Brown	05/23/2007	1750	2007
137395	40200	Randolph/Wabash	11/18/2007	2282	2007
137410	40480	Cicero-Lake	06/11/2007	1576	2007
137442	41480	Western-Brown	04/23/2007	3186	2007
137452	40540	Wilson	12/28/2007	3349	2007
137501	40530	Diversey	03/04/2007	1297	2007
137505	40710	Chicago/Franklin	07/31/2007	4916	2007
137521	40820	Rosemont	07/02/2007	5436	2007
137549	40120	35th/Archer	04/04/2007	2409	2007
137554	40680	Adams/Wabash	09/02/2007	3655	2007
137562	40770	Lawrence	02/12/2007	2605	2007
137621	41030	Polk	03/23/2007	2846	2007
137637	41180	Kedzie-Brown	01/18/2007	2442	2007
137640	40360	Southport	08/21/2007	0	2007
137665	41290	Kimball	10/11/2007	3803	2007
137668	40840	South Boulevard	11/10/2007	400	2007
137686	40320	Division/Milwaukee	06/02/2007	2165	2007
137698	41050	Linden	02/05/2007	752	2007
137727	41500	Montrose-Brown	03/09/2007	0	2007
137746	40190	Sox-35th-Dan Ryan	08/10/2007	7158	2007
137777	41180	Kedzie-Brown	03/08/2007	2343	2007
137788	40100	Morse	03/28/2007	3991	2007
137806	40420	Cicero-Cermak	12/31/2007	709	2007
137814	40040	Quincy/Wells	10/02/2007	7079	2007
137818	40400	Noyes	12/16/2007	134	2007
137820	41060	Ashland-Orange	12/26/2007	1069	2007
137845	40900	Howard	08/25/2007	4154	2007
137890	40100	Morse	09/25/2007	4053	2007
137920	40680	Adams/Wabash	03/31/2007	2757	2007
137943	40400	Noyes	01/30/2007	674	2007
137981	40080	Sheridan	12/09/2007	2017	2007
137983	40280	Central-Lake	03/31/2007	1285	2007
137987	40580	54th/Cermak	12/16/2007	579	2007
137993	40730	Washington/Wells	09/09/2007	737	2007
137996	40920	Pulaski-Forest Park	03/26/2007	1314	2007
138012	40690	Dempster	11/15/2007	757	2007
138047	40800	Sedgwick	10/02/2007	2995	2007
138048	40380	Clark/Lake	11/28/2007	18143	2007
138051	40520	Foster	04/22/2007	312	2007
138077	40920	Pulaski-Forest Park	07/31/2007	1177	2007
138095	41180	Kedzie-Brown	06/21/2007	1765	2007
138111	40510	Garfield-South Elevated	04/05/2007	1429	2007
138121	40100	Morse	10/05/2007	4316	2007
138132	41240	Addison-O'Hare	09/04/2007	2869	2007
138148	40420	Cicero-Cermak	01/16/2007	996	2007
138175	40240	79th	03/31/2007	5045	2007
138183	40730	Washington/Wells	05/19/2007	6710	2007
138194	40230	Cumberland	09/08/2007	2522	2007
138201	41170	Garfield-Dan Ryan	01/29/2007	3707	2007
138222	40530	Diversey	01/03/2007	4250	2007
138240	41000	Cermak-Chinatown	06/27/2007	3523	2007
138258	40260	State/Lake	11/11/2007	5736	2007
138261	40710	Chicago/Franklin	09/16/2007	1703	2007
138265	40790	Monroe/Dearborn	01/25/2007	5849	2007
138273	41160	Clinton-Lake	04/29/2007	763	2007
138313	41230	47th-Dan Ryan	07/02/2007	2807	2007
138360	40330	Grand/State	09/22/2007	0	2007
138382	40010	Austin-Forest Park	11/02/2007	1786	2007
138391	40450	95th/Dan Ryan	05/24/2007	14395	2007
138404	40350	UIC-Halsted	10/09/2007	6444	2007
138426	40030	Pulaski-Lake	06/22/2007	1652	2007
138433	40030	Pulaski-Lake	02/21/2007	1546	2007
138457	40590	Damen/Milwaukee	07/18/2007	4807	2007
138472	40580	54th/Cermak	10/05/2007	2067	2007
138479	40280	Central-Lake	07/11/2007	2196	2007
138490	40400	Noyes	05/28/2007	302	2007
138502	41450	Chicago/State	06/11/2007	12591	2007
138519	40180	Oak Park-Forest Park	10/31/2007	1641	2007
138535	41030	Polk	03/01/2007	2883	2007
138548	40640	Madison/Wabash	11/21/2007	5274	2007
138552	40820	Rosemont	10/04/2007	5413	2007
138582	41400	Roosevelt	06/21/2007	12049	2007
138589	40940	Halsted/63rd	01/13/2007	370	2007
138621	40230	Cumberland	03/21/2007	4676	2007
138624	40160	LaSalle/Van Buren	03/25/2007	277	2007
138632	41350	Oak Park-Lake	11/12/2007	1450	2007
138635	41170	Garfield-Dan Ryan	08/03/2007	4234	2007
138657	40090	Damen-Brown	10/22/2007	2502	2007
138670	41660	Lake/State	08/02/2007	16211	2007
138680	40560	Jackson/State	02/24/2007	4284	2007
138704	40020	Harlem-Lake	07/21/2007	2435	2007
138730	41240	Addison-O'Hare	11/14/2007	2675	2007
138742	40930	Midway Airport	01/03/2007	7935	2007
138766	41460	Irving Park-Brown	10/11/2007	3263	2007
138773	40580	54th/Cermak	04/05/2007	1731	2007
138800	41160	Clinton-Lake	11/17/2007	1225	2007
138830	40930	Midway Airport	06/18/2007	9674	2007
138840	40440	California-Cermak	05/26/2007	454	2007
138842	40520	Foster	03/12/2007	663	2007
138850	41660	Lake/State	06/09/2007	8151	2007
138852	41460	Irving Park-Brown	05/24/2007	3148	2007
138854	40770	Lawrence	05/24/2007	2772	2007
138864	40100	Morse	01/01/2007	1837	2007
138885	41130	Halsted-Orange	02/09/2007	2317	2007
138898	40030	Pulaski-Lake	11/27/2007	1670	2007
138911	40740	Western-Cermak	05/20/2007	367	2007
138918	40120	35th/Archer	06/10/2007	939	2007
138964	41120	35-Bronzeville-IIT	09/01/2007	1881	2007
138990	40520	Foster	11/27/2007	718	2007
138991	40640	Madison/Wabash	01/27/2007	2278	2007
139016	40670	Western/Milwaukee	04/26/2007	3770	2007
139025	40240	79th	06/01/2007	8489	2007
139031	40910	63rd-Dan Ryan	06/06/2007	3628	2007
139038	40510	Garfield-South Elevated	11/03/2007	951	2007
139047	40580	54th/Cermak	08/14/2007	1945	2007
139057	40910	63rd-Dan Ryan	09/15/2007	2539	2007
139105	40090	Damen-Brown	06/09/2007	1780	2007
139117	40510	Garfield-South Elevated	11/13/2007	1664	2007
139123	40120	35th/Archer	11/14/2007	2972	2007
139156	40050	Davis	07/14/2007	3021	2007
139170	40290	Ashland/63rd	10/05/2007	2015	2007
139194	40570	California/Milwaukee	07/17/2007	3317	2007
139227	40940	Halsted/63rd	10/31/2007	973	2007
139253	41360	California-Lake	09/22/2007	618	2007
139258	40060	Belmont-O'Hare	03/24/2007	2288	2007
139313	41350	Oak Park-Lake	07/19/2007	1863	2007
139315	40720	East 63rd-Cottage Grove	08/21/2007	1289	2007
139324	40670	Western/Milwaukee	05/08/2007	3820	2007
139388	40270	Main	04/23/2007	1106	2007
139396	40470	Racine	10/31/2007	2731	2007
139433	40470	Racine	07/28/2007	777	2007
139440	40890	O'Hare Airport	10/01/2007	9509	2007
139475	40640	Madison/Wabash	08/29/2007	5835	2007
139476	41260	Austin-Lake	06/24/2007	896	2007
139497	41400	Roosevelt	09/13/2007	8818	2007
139501	40770	Lawrence	06/18/2007	2761	2007
139533	40020	Harlem-Lake	05/26/2007	1796	2007
139554	40820	Rosemont	07/03/2007	7132	2007
139555	41500	Montrose-Brown	10/16/2007	0	2007
139597	41220	Fullerton	01/20/2007	6796	2007
139602	40660	Armitage	07/26/2007	3146	2007
139642	40630	Clark/Division	04/01/2007	3766	2007
139643	40500	Washington/State	01/03/2007	0	2007
139686	41010	Rockwell	05/12/2007	625	2007
139724	41290	Kimball	04/13/2007	3336	2007
139740	40760	Granville	07/03/2007	3701	2007
139772	40810	Medical Center	08/11/2007	699	2007
139822	40760	Granville	11/03/2007	3029	2007
139852	40200	Randolph/Wabash	11/28/2007	7876	2007
139870	40880	Thorndale	04/14/2007	1789	2007
139901	41450	Chicago/State	10/29/2007	10558	2007
139912	40370	Washington/Dearborn	01/17/2007	7864	2007
139933	40300	Indiana	03/12/2007	725	2007
139934	40430	Clinton-Forest Park	02/12/2007	2486	2007
139943	40020	Harlem-Lake	08/19/2007	1268	2007
139952	40090	Damen-Brown	12/13/2007	0	2007
139955	40750	Harlem-O'Hare	07/03/2007	3448	2007
139956	40270	Main	02/04/2007	296	2007
139961	41480	Western-Brown	12/14/2007	3828	2007
139967	40930	Midway Airport	06/02/2007	4691	2007
139990	40650	North/Clybourn	02/24/2007	3394	2007
140014	41020	Logan Square	06/14/2007	5270	2007
140020	41140	King Drive	12/07/2007	708	2007
140043	40080	Sheridan	05/02/2007	4270	2007
140047	40600	Kostner	01/23/2007	349	2007
140081	40140	Skokie	03/24/2007	0	2007
140082	40430	Clinton-Forest Park	09/03/2007	961	2007
140088	41360	California-Lake	08/14/2007	957	2007
140124	40590	Damen/Milwaukee	03/10/2007	2719	2007
140144	40530	Diversey	12/09/2007	0	2007
140176	40600	Kostner	08/08/2007	355	2007
140196	41260	Austin-Lake	05/22/2007	2282	2007
140219	40940	Halsted/63rd	06/21/2007	711	2007
140223	40510	Garfield-South Elevated	04/27/2007	1598	2007
140225	40560	Jackson/State	05/14/2007	9796	2007
140231	40120	35th/Archer	06/14/2007	2819	2007
140241	41060	Ashland-Orange	07/02/2007	1496	2007
140244	40600	Kostner	10/11/2007	470	2007
140251	40170	Ashland-Lake	11/13/2007	2703	2007
140356	40210	Damen-Cermak	12/02/2007	343	2007
140412	40140	Skokie	11/21/2007	1850	2007
140414	41500	Montrose-Brown	12/16/2007	982	2007
140419	40980	Harlem-Forest Park	08/21/2007	864	2007
140484	40640	Madison/Wabash	03/04/2007	1102	2007
140513	40100	Morse	10/23/2007	4078	2007
140523	41320	Belmont-North Main	04/13/2007	11140	2007
140551	40710	Chicago/Franklin	03/19/2007	4502	2007
140564	40760	Granville	04/04/2007	3088	2007
140588	40120	35th/Archer	03/27/2007	2848	2007
140592	40100	Morse	09/02/2007	2403	2007
140620	41230	47th-Dan Ryan	05/31/2007	2839	2007
140630	40060	Belmont-O'Hare	01/15/2007	3244	2007
140636	40400	Noyes	10/30/2007	676	2007
140642	41320	Belmont-North Main	07/25/2007	10449	2007
140652	40800	Sedgwick	06/09/2007	4531	2007
140655	41290	Kimball	05/14/2007	3173	2007
140668	40040	Quincy/Wells	05/24/2007	6574	2007
140670	40980	Harlem-Forest Park	08/19/2007	319	2007
140671	40870	Francisco	01/02/2007	0	2007
140699	40650	North/Clybourn	12/21/2007	4336	2007
140709	40270	Main	07/19/2007	1197	2007
140710	40730	Washington/Wells	08/15/2007	6951	2007
140747	40150	Pulaski-Cermak	01/13/2007	483	2007
140748	40150	Pulaski-Cermak	08/01/2007	934	2007
140769	40190	Sox-35th-Dan Ryan	03/24/2007	2085	2007
140812	40980	Harlem-Forest Park	01/22/2007	869	2007
140813	41140	King Drive	04/30/2007	599	2007
140859	40810	Medical Center	11/28/2007	2561	2007
140863	41140	King Drive	05/04/2007	720	2007
140873	40710	Chicago/Franklin	07/19/2007	4575	2007
140879	40650	North/Clybourn	05/18/2007	4307	2007
140882	40260	State/Lake	08/20/2007	9617	2007
140889	41150	Kedzie-Midway	09/11/2007	3421	2007
140917	40060	Belmont-O'Hare	12/04/2007	4393	2007
140919	40240	79th	07/18/2007	7731	2007
140929	40470	Racine	08/18/2007	764	2007
140933	40190	Sox-35th-Dan Ryan	07/11/2007	3354	2007
140943	40050	Davis	04/13/2007	4064	2007
140961	40820	Rosemont	02/18/2007	1341	2007
140964	40630	Clark/Division	07/13/2007	6978	2007
140974	40100	Morse	07/07/2007	2919	2007
140979	40880	Thorndale	04/02/2007	2103	2007
140987	40480	Cicero-Lake	12/17/2007	1556	2007
141086	40670	Western/Milwaukee	09/12/2007	4130	2007
141093	40320	Division/Milwaukee	12/03/2007	4587	2007
141098	40150	Pulaski-Cermak	06/08/2007	938	2007
141185	40640	Madison/Wabash	02/23/2007	4909	2007
141233	41230	47th-Dan Ryan	07/07/2007	2070	2007
141245	40170	Ashland-Lake	07/01/2007	931	2007
141266	41450	Chicago/State	06/24/2007	7997	2007
141291	40500	Washington/State	04/06/2007	0	2007
141297	40700	Laramie	06/18/2007	1291	2007
141341	41130	Halsted-Orange	07/21/2007	1108	2007
141356	40370	Washington/Dearborn	12/22/2007	3879	2007
141357	41430	87th	07/01/2007	3155	2007
141375	40090	Damen-Brown	04/01/2007	816	2007
141381	40480	Cicero-Lake	06/16/2007	965	2007
141383	40730	Washington/Wells	05/21/2007	6702	2007
141397	41170	Garfield-Dan Ryan	06/18/2007	3633	2007
141412	40030	Pulaski-Lake	01/28/2007	606	2007
141426	41350	Oak Park-Lake	07/23/2007	1646	2007
141429	41180	Kedzie-Brown	04/02/2007	1593	2007
141435	40540	Wilson	02/09/2007	4739	2007
141439	41280	Jefferson Park	07/23/2007	6258	2007
141483	40970	Cicero-Forest Park	09/03/2007	621	2007
141497	41290	Kimball	04/19/2007	3226	2007
141498	41500	Montrose-Brown	08/11/2007	0	2007
141505	40210	Damen-Cermak	05/30/2007	1064	2007
141514	41290	Kimball	03/06/2007	3203	2007
141527	40530	Diversey	06/19/2007	3994	2007
141555	41180	Kedzie-Brown	09/24/2007	1687	2007
141573	40420	Cicero-Cermak	04/03/2007	939	2007
141578	40730	Washington/Wells	02/25/2007	620	2007
141581	41210	Wellington	09/05/2007	4581	2007
141592	41230	47th-Dan Ryan	05/29/2007	2889	2007
141625	40840	South Boulevard	12/24/2007	292	2007
141630	40880	Thorndale	09/10/2007	2966	2007
141632	40060	Belmont-O'Hare	03/16/2007	4480	2007
141643	40990	69th	08/07/2007	5643	2007
141659	40510	Garfield-South Elevated	05/21/2007	1556	2007
141666	40080	Sheridan	05/01/2007	4376	2007
141689	40240	79th	02/11/2007	3427	2007
141712	41080	47th-South Elevated	07/23/2007	1376	2007
141716	40380	Clark/Lake	10/27/2007	6771	2007
141718	40340	Berwyn	02/21/2007	3306	2007
141751	40420	Cicero-Cermak	04/21/2007	654	2007
141752	41080	47th-South Elevated	08/10/2007	1621	2007
141754	40810	Medical Center	03/14/2007	2638	2007
141768	41080	47th-South Elevated	05/14/2007	1353	2007
141786	40280	Central-Lake	10/01/2007	2676	2007
141816	41320	Belmont-North Main	07/06/2007	11967	2007
141854	41050	Linden	07/29/2007	397	2007
141923	40800	Sedgwick	07/16/2007	2681	2007
141974	41310	Paulina	10/11/2007	4038	2007
141988	40500	Washington/State	07/01/2007	0	2007
141991	40430	Clinton-Forest Park	12/22/2007	927	2007
142002	40320	Division/Milwaukee	02/27/2007	4488	2007
142063	41500	Montrose-Brown	01/20/2007	0	2007
142080	40200	Randolph/Wabash	06/25/2007	7205	2007
142098	40790	Monroe/Dearborn	04/10/2007	5511	2007
142117	40630	Clark/Division	09/28/2007	6648	2007
142127	40610	Ridgeland	04/27/2007	1363	2007
142130	41030	Polk	01/14/2007	492	2007
142136	41450	Chicago/State	06/18/2007	11313	2007
142146	40800	Sedgwick	04/16/2007	2512	2007
142149	40480	Cicero-Lake	08/22/2007	1401	2007
142166	40770	Lawrence	01/17/2007	2811	2007
142178	41190	Jarvis	07/15/2007	855	2007
142185	40890	O'Hare Airport	07/25/2007	9347	2007
142193	41220	Fullerton	07/26/2007	9790	2007
142197	41350	Oak Park-Lake	07/05/2007	1883	2007
142216	41490	Harrison	01/08/2007	2182	2007
142218	41050	Linden	12/28/2007	794	2007
142240	41040	Kedzie-Cermak	04/14/2007	402	2007
142246	41090	Monroe/State	10/24/2007	8911	2007
142253	40990	69th	03/04/2007	2712	2007
142270	41480	Western-Brown	10/15/2007	3352	2007
142279	41280	Jefferson Park	12/16/2007	939	2007
142321	40600	Kostner	12/30/2007	138	2007
142322	41150	Kedzie-Midway	06/19/2007	3216	2007
142345	40120	35th/Archer	07/29/2007	812	2007
142364	40160	LaSalle/Van Buren	07/12/2007	3049	2007
142390	40890	O'Hare Airport	12/17/2007	8442	2007
142391	40500	Washington/State	11/28/2007	0	2007
142401	40700	Laramie	01/12/2007	1470	2007
142402	40240	79th	11/02/2007	8163	2007
142408	40780	Central Park	07/31/2007	889	2007
142425	40380	Clark/Lake	03/03/2007	3589	2007
142457	40370	Washington/Dearborn	06/11/2007	7740	2007
142470	40380	Clark/Lake	05/11/2007	17364	2007
142530	40830	18th	02/12/2007	999	2007
142539	40930	Midway Airport	04/07/2007	3252	2007
142586	40530	Diversey	07/21/2007	0	2007
142605	40040	Quincy/Wells	08/31/2007	6365	2007
142617	41330	Montrose-O'Hare	08/01/2007	1847	2007
142669	40050	Davis	08/14/2007	3600	2007
142682	41440	Addison-Brown	06/14/2007	0	2007
142691	41160	Clinton-Lake	02/22/2007	3470	2007
142750	40080	Sheridan	11/03/2007	3162	2007
142766	40750	Harlem-O'Hare	07/24/2007	2570	2007
142795	41280	Jefferson Park	09/07/2007	6453	2007
142848	40210	Damen-Cermak	03/09/2007	986	2007
142855	40290	Ashland/63rd	08/21/2007	1803	2007
142898	40050	Davis	07/28/2007	2876	2007
142904	40810	Medical Center	07/05/2007	2266	2007
142910	40050	Davis	03/24/2007	2573	2007
142969	41050	Linden	05/02/2007	886	2007
142995	40270	Main	06/13/2007	1085	2007
143011	40730	Washington/Wells	02/09/2007	6814	2007
143047	41490	Harrison	11/02/2007	3239	2007
143059	40580	54th/Cermak	04/17/2007	1955	2007
143060	40350	UIC-Halsted	09/23/2007	1269	2007
143063	41280	Jefferson Park	07/12/2007	6405	2007
143065	40670	Western/Milwaukee	02/05/2007	3216	2007
143066	40100	Morse	04/08/2007	1707	2007
143068	40830	18th	12/02/2007	529	2007
143106	41190	Jarvis	12/28/2007	1107	2007
143109	41040	Kedzie-Cermak	12/29/2007	387	2007
143112	41440	Addison-Brown	04/08/2007	0	2007
143155	40660	Armitage	05/08/2007	3733	2007
143159	40230	Cumberland	10/12/2007	4837	2007
143189	40170	Ashland-Lake	11/22/2007	509	2007
143228	40680	Adams/Wabash	10/24/2007	10203	2007
143276	40840	South Boulevard	10/06/2007	472	2007
143280	40120	35th/Archer	05/24/2007	2845	2007
143282	41250	Central-Evanston	06/19/2007	884	2007
143325	40800	Sedgwick	07/14/2007	1763	2007
143326	41450	Chicago/State	08/10/2007	13681	2007
143371	40010	Austin-Forest Park	12/20/2007	1518	2007
143372	40220	Western-Forest Park	12/10/2007	1340	2007
143373	40680	Adams/Wabash	02/12/2007	7079	2007
143387	40010	Austin-Forest Park	12/07/2007	1713	2007
143389	40960	Pulaski-Orange	09/14/2007	5657	2007
143422	41500	Montrose-Brown	02/18/2007	0	2007
143426	41020	Logan Square	05/16/2007	5107	2007
143432	40060	Belmont-O'Hare	12/15/2007	2278	2007
143468	41030	Polk	04/04/2007	2988	2007
143479	41340	LaSalle	09/26/2007	3188	2007
143489	41310	Paulina	01/19/2007	2966	2007
143495	40050	Davis	03/05/2007	3545	2007
143525	40210	Damen-Cermak	05/12/2007	564	2007
143541	40510	Garfield-South Elevated	01/15/2007	871	2007
143552	41430	87th	05/23/2007	5155	2007
143589	40730	Washington/Wells	01/19/2007	7386	2007
143603	40160	LaSalle/Van Buren	08/18/2007	470	2007
143620	40510	Garfield-South Elevated	09/07/2007	1718	2007
143684	41230	47th-Dan Ryan	09/11/2007	3126	2007
143685	40660	Armitage	03/09/2007	3805	2007
143698	41160	Clinton-Lake	02/28/2007	3333	2007
143701	40160	LaSalle/Van Buren	02/09/2007	3166	2007
143705	41050	Linden	04/26/2007	945	2007
143709	41140	King Drive	05/26/2007	365	2007
143721	41300	Loyola	08/07/2007	3821	2007
143739	40230	Cumberland	10/14/2007	1748	2007
143754	41130	Halsted-Orange	07/25/2007	2407	2007
143756	40310	Western-Orange	10/25/2007	3710	2007
143761	41220	Fullerton	11/13/2007	13434	2007
143778	40190	Sox-35th-Dan Ryan	10/05/2007	4220	2007
143780	40570	California/Milwaukee	05/11/2007	3937	2007
143842	40820	Rosemont	02/26/2007	4293	2007
143845	40350	UIC-Halsted	09/21/2007	6500	2007
143846	41410	Chicago/Milwaukee	08/05/2007	1180	2007
143851	41190	Jarvis	12/09/2007	812	2007
143871	40970	Cicero-Forest Park	10/16/2007	1277	2007
143875	41300	Loyola	12/16/2007	2374	2007
143880	40280	Central-Lake	10/28/2007	1046	2007
143917	40230	Cumberland	09/06/2007	5229	2007
143928	40480	Cicero-Lake	01/14/2007	590	2007
143981	41160	Clinton-Lake	02/14/2007	3280	2007
143983	40020	Harlem-Lake	09/16/2007	1613	2007
143984	40170	Ashland-Lake	02/16/2007	1910	2007
143991	41180	Kedzie-Brown	10/11/2007	1822	2007
143997	40590	Damen/Milwaukee	06/14/2007	4734	2007
144013	40390	Forest Park	11/20/2007	4081	2007
144019	40230	Cumberland	10/18/2007	5128	2007
144027	40010	Austin-Forest Park	09/14/2007	1816	2007
144071	40160	LaSalle/Van Buren	11/05/2007	3290	2007
144084	41150	Kedzie-Midway	04/27/2007	3151	2007
144136	40720	East 63rd-Cottage Grove	10/28/2007	559	2007
